X,Y,Z,FALL,A,DX,DY,DZ,DA
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.06,2.41,2.98,0,10.765319317140575,-0.08000000000000007,0.0,0.0,-0.07479599589922614
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.06,2.41,2.98,0,10.765319317140575,0.0,0.0,0.0,0.0
10.29,2.41,3.06,0,11.002536071288292,0.22999999999999865,0.0,0.08000000000000007,0.2372167541477168
10.29,2.41,3.06,0,11.002536071288292,0.0,0.0,0.0,0.0
10.29,2.41,3.06,0,11.002536071288292,0.0,0.0,0.0,0.0
10.29,2.41,3.06,0,11.002536071288292,0.0,0.0,0.0,0.0
10.29,2.41,3.06,0,11.002536071288292,0.0,0.0,0.0,0.0
10.29,2.41,3.06,0,11.002536071288292,0.0,0.0,0.0,0.0
10.29,2.41,3.06,0,11.002536071288292,0.0,0.0,0.0,0.0
10.29,2.41,3.06,0,11.002536071288292,0.0,0.0,0.0,0.0
10.29,2.41,3.06,0,11.002536071288292,0.0,0.0,0.0,0.0
10.06,2.37,2.95,0,10.748162633678373,-0.22999999999999865,-0.040000000000000036,-0.10999999999999988,-0.25437343760991915
10.06,2.37,2.95,0,10.748162633678373,0.0,0.0,0.0,0.0
10.06,2.37,2.95,0,10.748162633678373,0.0,0.0,0.0,0.0
10.06,2.37,2.95,0,10.748162633678373,0.0,0.0,0.0,0.0
10.06,2.37,2.95,0,10.748162633678373,0.0,0.0,0.0,0.0
10.06,2.37,2.95,0,10.748162633678373,0.0,0.0,0.0,0.0
10.06,2.37,2.95,0,10.748162633678373,0.0,0.0,0.0,0.0
10.06,2.37,2.95,0,10.748162633678373,0.0,0.0,0.0,0.0
10.14,2.45,2.95,0,10.84087634834011,0.08000000000000007,0.08000000000000007,0.0,0.09271371466173761
10.14,2.45,2.95,0,10.84087634834011,0.0,0.0,0.0,0.0
10.14,2.45,2.95,0,10.84087634834011,0.0,0.0,0.0,0.0
10.14,2.45,2.95,0,10.84087634834011,0.0,0.0,0.0,0.0
10.14,2.45,2.95,0,10.84087634834011,0.0,0.0,0.0,0.0
10.14,2.45,2.95,0,10.84087634834011,0.0,0.0,0.0,0.0
10.14,2.45,2.95,0,10.84087634834011,0.0,0.0,0.0,0.0
10.14,2.45,2.95,0,10.84087634834011,0.0,0.0,0.0,0.0
10.14,2.45,2.95,0,10.84087634834011,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,-0.040000000000000036,0.029999999999999805,-0.0007610353003091319
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,-0.040000000000000924,0.0,-0.029999999999999805,-0.04564450618687843
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.1,2.41,2.95,0,10.794470806852923,0.0,0.0,0.0,0.0
10.02,2.41,2.95,0,10.719654845189746,-0.08000000000000007,0.0,0.0,-0.07481596166317672
10.02,2.41,2.95,0,10.719654845189746,0.0,0.0,0.0,0.0
10.02,2.41,2.95,0,10.719654845189746,0.0,0.0,0.0,0.0
10.02,2.41,2.95,0,10.719654845189746,0.0,0.0,0.0,0.0
10.02,2.41,2.95,0,10.719654845189746,0.0,0.0,0.0,0.0
10.02,2.41,2.95,0,10.719654845189746,0.0,0.0,0.0,0.0
10.02,2.41,2.95,0,10.719654845189746,0.0,0.0,0.0,0.0
10.02,2.41,2.95,0,10.719654845189746,0.0,0.0,0.0,0.0
10.14,2.37,2.95,0,10.823077196435403,0.120000000000001,-0.040000000000000036,0.0,0.10342235124565669
10.14,2.37,2.95,0,10.823077196435403,0.0,0.0,0.0,0.0
10.14,2.37,2.95,0,10.823077196435403,0.0,0.0,0.0,0.0
10.14,2.37,2.95,0,10.823077196435403,0.0,0.0,0.0,0.0
10.14,2.37,2.95,0,10.823077196435403,0.0,0.0,0.0,0.0
10.14,2.37,2.95,0,10.823077196435403,0.0,0.0,0.0,0.0
10.14,2.37,2.95,0,10.823077196435403,0.0,0.0,0.0,0.0
10.14,2.37,2.95,0,10.823077196435403,0.0,0.0,0.0,0.0
10.14,2.37,2.95,0,10.823077196435403,0.0,0.0,0.0,0.0
10.06,2.41,2.95,0,10.757053499913441,-0.08000000000000007,0.040000000000000036,0.0,-0.06602369652196138
10.06,2.41,2.95,0,10.757053499913441,0.0,0.0,0.0,0.0
10.06,2.41,2.95,0,10.757053499913441,0.0,0.0,0.0,0.0
10.06,2.41,2.95,0,10.757053499913441,0.0,0.0,0.0,0.0
10.06,2.41,2.95,0,10.757053499913441,0.0,0.0,0.0,0.0
10.06,2.41,2.95,0,10.757053499913441,0.0,0.0,0.0,0.0
10.06,2.41,2.95,0,10.757053499913441,0.0,0.0,0.0,0.0
10.06,2.41,2.95,0,10.757053499913441,0.0,0.0,0.0,0.0
10.06,2.41,2.95,0,10.757053499913441,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.08000000000000007,0.0,0.029999999999999805,0.08306181312635985
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,-0.040000000000000924,-0.040000000000000036,-0.029999999999999805,-0.05450452829515662
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.37,2.95,0,10.785610784744645,0.0,0.0,0.0,0.0
10.1,2.41,2.91,0,10.783607930558306,0.0,0.040000000000000036,-0.040000000000000036,-0.0020028541863386096
10.1,2.41,2.91,0,10.783607930558306,0.0,0.0,0.0,0.0
10.1,2.41,2.91,0,10.783607930558306,0.0,0.0,0.0,0.0
10.1,2.41,2.91,0,10.783607930558306,0.0,0.0,0.0,0.0
10.1,2.41,2.91,0,10.783607930558306,0.0,0.0,0.0,0.0
10.1,2.41,2.91,0,10.783607930558306,0.0,0.0,0.0,0.0
10.1,2.41,2.91,0,10.783607930558306,0.0,0.0,0.0,0.0
10.1,2.41,2.91,0,10.783607930558306,0.0,0.0,0.0,0.0
10.1,2.41,2.91,0,10.783607930558306,0.0,0.0,0.0,0.0
10.14,2.37,2.98,0,10.831292628306189,0.040000000000000924,-0.040000000000000036,0.06999999999999984,0.047684697747882865
10.14,2.37,2.98,0,10.831292628306189,0.0,0.0,0.0,0.0
10.14,2.37,2.98,0,10.831292628306189,0.0,0.0,0.0,0.0
10.14,2.37,2.98,0,10.831292628306189,0.0,0.0,0.0,0.0
10.14,2.37,2.98,0,10.831292628306189,0.0,0.0,0.0,0.0
10.14,2.37,2.98,0,10.831292628306189,0.0,0.0,0.0,0.0
10.14,2.37,2.98,0,10.831292628306189,0.0,0.0,0.0,0.0
10.14,2.37,2.98,0,10.831292628306189,0.0,0.0,0.0,0.0
10.14,2.37,2.98,0,10.831292628306189,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.03999999999999915,0.0,-0.029999999999999805,0.029269051459733575
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,-0.03999999999999915,0.040000000000000036,0.029999999999999805,-0.020446366726121212
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.98,0,10.840115313039801,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,-0.029999999999999805,-0.008208740326020703
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.03999999999999915,-0.040000000000000036,0.0,0.028655107052141915
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.95,0,10.860561679765922,0.0,0.0,0.0,0.0
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.029999999999999805,0.008187098267359971
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.0,0.0
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.0,0.0
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.0,0.0
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.0,0.0
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.0,0.0
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.0,0.0
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.0,0.0
10.18,2.37,2.98,0,10.868748778033282,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,-0.03999999999999915,0.040000000000000036,-0.029999999999999805,-0.036842205319501886
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
10.14,2.41,2.95,0,10.83190657271378,0.0,0.0,0.0,0.0
